ActorName,Name,Type,Object Map Link,X,Y,Height,X,Y,Height,X,Y,Height,X,Y,Height,X,Y,Height,X,Y,Height,X,Y,Height,X,Y,Height,X,Y,Height,X,Y,Height,X,Y,Height,X,Y,Height
MinusField_Oasis,Abandoned Kara Kara Mine,Location,Abandoned Kara Kara Mine,-3171.493,-2311.0361,-475.47595,-3218.258,-2426.706,-422.6995,-3094.2095,-1987.8835,-444.39807,-3226.562,-2462.621,-398.373,,,,,,,,,,,,,,,,,,,,,,,,
MinusField_OrdinFossil,Eldin Dark Skeleton,Location,Eldin Dark Skeleton,1518.0557,3707.104,-668.53485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MinusField_PoponMt,Blupee Burrow,Location,Blupee Burrow,-2288.0127,-367.0058,-893.57495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MinusField_Rito,Abandoned Hebra Mine,Location,Abandoned Hebra Mine,-3457.4038,1862.2012,-315.66122,-3467.7947,2167.8032,-381.2707,-3479.3184,2079.5723,-397.41956,-3460.7478,1852.8569,-317.11789,,,,,,,,,,,,,,,,,,,,,,,,
MinusField_Taura,Abandoned Lurelin Mine,Location,Abandoned Lurelin Mine,2966.978,-3605.9216,-305.5,2964.5413,-3479.959,-353.4813,2899.822,-3388.3206,-344.95563,2902.3687,-3422.9097,-349.73036,,,,,,,,,,,,,,,,,,,,,,,,
MinusField_UMiiVillage,Abandoned Tarrey Mine,Location,Abandoned Tarrey Mine,3968.7969,1715.3091,-305.5,3966.2861,1722.29,-305.5,3966.72,1618.9353,-553.5093,3967.4404,1627.7559,-554.09497,,,,,,,,,,,,,,,,,,,,,,,,
MinusField_WhiteZora,Abandoned Lanayru Mine,Location,Abandoned Lanayru Mine,3170.4575,935.9246,-676.7809,3302.3877,611.3874,-478.57755,3295.016,577.84125,-594.11835,3293.8198,719.36035,-478.57755,,,,,,,,,,,,,,,,,,,,,,,,
Tower01,Lookout Landing Skyview Tower,Tower,Lookout Landing Skyview Tower,-298.85,142.85,18.440506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tower02,Lindor's Brow Skyview Tower,Tower,Lindor's Brow Skyview Tower,-1909.5884,1245.3047,290.2063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tower03,Pikida Stonegrove Skyview Tower,Tower,Pikida Stonegrove Skyview Tower,-2311.4949,3062.4949,436.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tower04,Eldin Canyon Skyview Tower,Tower,Eldin Canyon Skyview Tower,1641.8053,1190.8201,218.91782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tower05,Ulri Mountain Skyview Tower,Tower,Ulri Mountain Skyview Tower,3499,2026,181.35944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tower06,Sahasra Slope Skyview Tower,Tower,Sahasra Slope Skyview Tower,1341.1093,-1177.8577,159.7559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tower07,Upland Zorana Skyview Tower,Tower,Upland Zorana Skyview Tower,2866.0615,581.1915,372.83115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tower08,Hyrule Field Skyview Tower,Tower,Hyrule Field Skyview Tower,-761.27655,-1019.22784,57.91574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tower09,Gerudo Canyon Skyview Tower,Tower,Gerudo Canyon Skyview Tower,-2438.8506,-2182.7644,300.11884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tower10,Gerudo Highlands Skyview Tower,Tower,Gerudo Highlands Skyview Tower,-3960.8772,-1305.5958,415.8694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tower11,Rabella Wetlands Skyview Tower,Tower,Rabella Wetlands Skyview Tower,2420,-2754.8906,215.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tower12,Thyphlo Ruins Skyview Tower,Tower,Thyphlo Ruins Skyview Tower,343.67453,3141.648,173.0617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tower13,Popla Foothills Skyview Tower,Tower,Popla Foothills Skyview Tower,604.8388,-2126.8757,91.83266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tower14,Mount Lanayru Skyview Tower,Tower,Mount Lanayru Skyview Tower,3847.6384,-1314.911,532.30786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tower15,Rospro Pass Skyview Tower,Tower,Rospro Pass Skyview Tower,-3679.585,2346.4043,226.2388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LargeDungeonThunder,"The Mural's Myth, Risen from the Sands",Temple,"The Mural's Myth, Risen from the Sands",-4518.5537,-3611.5615,129.16544,-4518.5537,-3611.5615,112.16544,-4598.4565,-3531.6584,60.16544,-4518.5537,-3611.5615,95.16544,-4518.5537,-3611.5615,60.16544,-4418.1445,-3511.1523,23.16544,-4518.5537,-3611.5615,33.16544,-4518.5537,-3611.5615,146.16544,-4518.5537,-3611.5615,-53.834557,,,,,,,,,
LargeDungeonWater,The Great Wellspring of Hyrule,Temple,The Great Wellspring of Hyrule,3265.3838,685.57715,1689.8899,3357.436,771.62897,1632.8676,3479.2163,780.9813,1719.8237,,,,,,,,,,,,,,,,,,,,,,,,,,,
LargeDungeonWind,The Legendary Stormwind Ark,Temple,The Legendary Stormwind Ark,-2859.5,3005.5,1411.3888,-2859.5,3005.5,1379.9341,-2859.5,3005.5,1389.9341,,,,,,,,,,,,,,,,,,,,,,,,,,,
LargeDungeonFire,Lost Gorondia Rediscovered,Temple,Lost Gorondia Rediscovered,1457,2847,-855,1271.5,2817.5,-883.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LargeDungeonSoul,The Vessel of Spirit's Resting Place,Temple,The Vessel of Spirit's Resting Place,1418.6921,-3170.3987,-619.0999,1372.5708,-3297.1162,-753,1358.5602,-3177.7239,-607.7001,1454.0311,-3218.325,-607.7001,1397.658,-3228.1897,-753,,,,,,,,,,,,,,,,,,,,,
Cave_Akkala_0000,Ulria Grotto South Cave,Cave,Ulria Grotto South Cave,4122.2295,662.295,187.67896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_Akkala_0003,Ulria Grotto East Cave,Cave,Ulria Grotto East Cave,4505.0005,705.16174,96.4406,4272.9897,774.3162,144.35106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_Akkala_0005,Tarrey Town Tunnel,Cave,Tarrey Town Tunnel,3925.9268,1576.4231,107.06046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_Akkala_0007,Construction Site Cave,Cave,Construction Site Cave,3678.7227,1538.2518,74.01079,3735.4365,1534.0846,80.81665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_Akkala_0010,Akkala Citadel Ruins Cave,Cave,Akkala Citadel Ruins Cave,3243.7158,1456.8245,294.03503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_Akkala_0011,Skull Lake Cave,Cave,Skull Lake Cave,3321.5,3424,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_Akkala_0014,North Akkala Beach Cave,Cave,North Akkala Beach Cave,4650.6704,3584.9077,-51,4645.5034,3206.834,6.4944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_Akkala_0017,Akkala Citadel Ruins Summit Cave,Cave,Akkala Citadel Ruins Summit Cave,3292.5,1492,394.5642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_CentralHyrule_0008,Ranch Ruins Cave,Cave,Ranch Ruins Cave,37.30195,-198.8625,18.68213,6.0097876,-157.93187,30.56676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_CentralHyrule_0009,Great Plateau Foothill Cave,Cave,Great Plateau Foothill Cave,-832.3462,-1488.3772,26.99094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_CentralHyrule_0011,Bottomless Cave,Cave,Bottomless Cave,711.5814,-1449.0991,1485.5623,739.0957,-1358.0254,1542.2585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_CentralHyrule_0013,Pit Cave,Cave,Pit Cave,632.27985,-1638.8113,1483.4192,587.4191,-1624.5046,1442.543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_CentralHyrule_0017,Pondside Cave,Cave,Pondside Cave,170.51662,-1633.7733,1377.3147,260.1547,-1557.8381,1361.2274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_CentralHyrule_0018,Royal Hidden Passage,Cave,Royal Hidden Passage,-325.6665,802.52637,54.07063,-254.03752,129,8.00167,-253.9667,767.084,27.39775,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_CentralHyrule_0019,Mining Cave,Cave,Mining Cave,380.06,-1631.6466,1411.15,489.66336,-1625.6217,1367.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_CentralHyrule_0020,Ancient Tree Stump Cave,Cave,Ancient Tree Stump Cave,-1111.5,-432.06256,22.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_CentralHyrule_0021,Whistling Hill Cave,Cave,Whistling Hill Cave,-72.10925,-1045.974,17.43562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_CentralHyrule_0022,Passeri Greenbelt Cave,Cave,Passeri Greenbelt Cave,-512.3591,127.59183,20.36896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_CentralHyrule_0023,Coliseum Ruins Cave,Cave,Coliseum Ruins Cave,-1167.1548,-1310.9766,22.249344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_CentralHyrule_0030,Sage Temple Cave,Cave,Sage Temple Cave,-1404.5,-256.5,-3.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_Eldin_0020,Death Mountain East Tunnel,Cave,Death Mountain East Tunnel,2767.8118,2778.1846,521.3295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_Eldin_0021,Death Mountain West Tunnel,Cave,Death Mountain West Tunnel,2238.6052,2682.3765,520.5185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_Eldin_0022,Lake Darman Monster Den,Cave,Lake Darman Monster Den,2373.343,3051.7026,445.3396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_Eldin_0023,Isle of Rabac Gallery,Cave,Isle of Rabac Gallery,1554.5587,3102.5134,392.93094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_Eldin_0025,Goronbi River Cave,Cave,Goronbi River Cave,1423.078,2102.7288,284.43216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_Eldin_0026,Southern Mine,Cave,Southern Mine,1800.9548,1983.3522,320.41513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_Eldin_0027,Gorko Tunnel,Cave,Gorko Tunnel,2015.9999,2038.9841,420.7755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_Eldin_0028,West Restaurant Cave,Cave,West Restaurant Cave,1642.8483,1729.563,279.04364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_Eldin_0029,East Restaurant Cave,Cave,East Restaurant Cave,1853.9558,1719.9526,291.94458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_Eldin_0030,Lizard's Burrow,Cave,Lizard's Burrow,2206.314,3075.3193,405.44324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_Eldin_0031,Lake Intenoch Cave,Cave,Lake Intenoch Cave,2485.386,1792.9832,157.87814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_Eldin_0033,YunoboCo HQ East Cave,Cave,YunoboCo HQ East Cave,1764.6531,2837.4038,399.76035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_Eldin_0034,YunoboCo HQ South Cave,Cave,YunoboCo HQ South Cave,1713.881,2718.5872,400.60675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_Eldin_0035,Death Mountain Foothill Cave,Cave,Death Mountain Foothill Cave,1949.909,2687.2087,425.9574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_Eldin_0037,Lake Ferona Cave,Cave,Lake Ferona Cave,1929.5,1271.6445,121.77055,1931.9489,1304.5729,168.15433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_Eldin_0038,Cephla Lake Cave,Cave,Cephla Lake Cave,2593.6472,1330.4476,150.95193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_Eldin_0039,Foothill Monster Den,Cave,Foothill Monster Den,2275.316,1520.0989,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_Firone_0002,Floria River Upstream Excavation,Cave,Floria River Upstream Excavation,809.8935,-2971.707,10.71521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_Firone_0008,Pagos Woods Excavation Site,Cave,Pagos Woods Excavation Site,671.8048,-3109.4807,23.88632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_Firone_0009,Tobio's Hollow Cave,Cave,Tobio's Hollow Cave,1169.6355,-2443.8496,177.0722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_Firone_0016,Cora Lakefront Cave,Cave,Cora Lakefront Cave,-256.15173,-2940.198,-18.52861,-171.17383,-3067.0657,-13.19571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_Firone_0020,Finra Woods Excavation Site,Cave,Finra Woods Excavation Site,568.6034,-2981.8767,12.725945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_Firone_0022,Sarjon Woods Cave,Cave,Sarjon Woods Cave,1203.0944,-3170.906,25.41931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_Firone_0023,Lake Hylia Whirlpool Cave,Cave,Lake Hylia Whirlpool Cave,125.74767,-2501.4507,-89.587453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_Firone_0024,Popla Foothills Excavation Site,Cave,Popla Foothills Excavation Site,608.9023,-2210.0796,50.82764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_Firone_0029,Puffer Beach Overhead Cave,Cave,Puffer Beach Overhead Cave,283.978,-3851.469,33.07913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_FirstPlateau_0001,River of the Dead Waterfall Cave,Cave,River of the Dead Waterfall Cave,-1092.3813,-2162.7107,143.6899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_FirstPlateau_0002,Shrine of Resurrection,Cave,Shrine of Resurrection,-1061.8751,-1829.5541,142.17133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_GerudoDesert_0007,Gerudo Sanctuary,Cave,Gerudo Sanctuary,-3763.275,-2698.5188,14.890915,-3763.275,-2420.758,14.890915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_GerudoDesert_0008,Valley of Silent Statues,Cave,Valley of Silent Statues,-3827.19,-2650.3188,35.2133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_GerudoDesert_0015,Quicksand Lake Cave,Cave,Quicksand Lake Cave,-3238.8164,-2939.6553,-65.928455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_GerudoDesert_0022,Mount Nabooru Cave,Cave,Mount Nabooru Cave,-1967.0039,-2059.6113,30.01328,-1795.8049,-1961.1398,31.15001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_GerudoDesert_0030,Stalry Plateau Cave,Cave,Stalry Plateau Cave,-1527.7625,-2222.5417,-20.601456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_GerudoDesert_0031,East Gerudo Ruins Cave,Cave,East Gerudo Ruins Cave,-2696.0247,-2808.6152,-67.3955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_GerudoDesert_0032,Central Gerudo Cave,Cave,Central Gerudo Cave,-3679.0513,-3255.3662,-18.459335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_GerudoDesert_0035,Mount Nabooru South Cave,Cave,Mount Nabooru South Cave,-1726.9635,-2183.3787,5.07592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_GerudoDesert_0036,Lower Spectacle Rock Cave,Cave,Lower Spectacle Rock Cave,-1744.3539,-2394.1816,-11.19295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_GerudoDesert_0037,Spectacle Rock Cave,Cave,Spectacle Rock Cave,-2215.9084,-2395.2703,247.20642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_GerudoDesert_0039,Ancient Prison Ruins,Cave,Ancient Prison Ruins,-3099.359,-3063.7786,-51.549072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_GerudoDesert_0040,South Gerudo Cave,Cave,South Gerudo Cave,-2939.1023,-3857.828,-37.0965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_GerudoDesert_0041,Koukot Plateau Cave,Cave,Koukot Plateau Cave,-2258.9219,-1759.3341,56.44762,-2173.7273,-1841.648,126.58745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_GerudoDesert_0044,Ancient Altar Ruins,Cave,Ancient Altar Ruins,-2535.5417,-3626.1006,-48.22084,-2518.9167,-3671.5615,-47.65236,-2584.241,-3638.2083,-47.978653,-2570.5598,-3744.447,-51.424835,-2530.7883,-3769.1194,-46.81949,-2480.5647,-3758.1426,-46.650085,-2521.2039,-3724.8442,-47.115723,-2564.6934,-3681.7153,-48.297165,-2451.857,-3676.7288,-46.529358,-2480.763,-3632.8174,-46.58011,-2477.854,-3709.82,-47.105896,-2604.7874,-3709.3154,-49.744827
Cave_GerudoDesert_0045,Oasis Source,Cave,Oasis Source,-3354.9404,-2693.962,-4.32751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_GerudoDesert_0046,Gerudo Great Skeleton,Cave,Gerudo Great Skeleton,-4814.321,-3875.4285,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_GerudoDesert_0049,West Gerudo Underground Ruins,Cave,West Gerudo Underground Ruins,-4673.2,-1986.1368,9.20345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_GerudoDesert_0050,Yiga Blademaster Station,Cave,Yiga Blademaster Station,-2433.9128,-1819.6832,145.73605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_GerudoDesert_0051,Gerudo Canyon Mine,Cave,Gerudo Canyon Mine,-2611.2776,-2604.7695,112.48378,-2676.7148,-2402.6094,79.57304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_GerudoHighlands_0002,Taafei Hill Cave,Cave,Taafei Hill Cave,-2457.3281,-1798.5457,176.2868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_GerudoHighlands_0008,Statue of the Eighth Heroine Cave,Cave,Statue of the Eighth Heroine Cave,-4384.535,-536.5526,473.7957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_GerudoHighlands_0014,Meadela's Mantle Cave,Cave,Meadela's Mantle Cave,-3982.8318,-1245.3802,426.6691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_GerudoHighlands_0017,Mystathi's Shelf Cave,Cave,Mystathi's Shelf Cave,-3881.6516,-726.7761,569.8375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_HateruEast_0000,Mount Dunsel Cave,Cave,Mount Dunsel Cave,3224.2493,-3017.7727,59.45087,3291.3525,-3296.4587,64.57819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_HateruEast_0002,Mount Floria Cave,Cave,Mount Floria Cave,1959.679,-2611.6514,71.11884,1789.542,-2985.635,80.37395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_HateruEast_0006,Corta Lake Cave,Cave,Corta Lake Cave,1676.7953,-3038.7727,164.3358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_HateruEast_0007,Rodai Lakefront Tunnel,Cave,Rodai Lakefront Tunnel,1896.3988,-3111.2437,132.02805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_HateruEast_0008,Calora Lake Cave,Cave,Calora Lake Cave,1958.7816,-3032.7861,192.88858,2009.6244,-3164.0337,176.94037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_HateruEast_0009,Rassla Lake Cave,Cave,Rassla Lake Cave,1813.53,-3738.0203,118.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_HateruEast_0013,Eventide Island Cave,Cave,Eventide Island Cave,4752.63,-3781.5056,-6.29405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_HateruEast_0014,Ubota Point Cave,Cave,Ubota Point Cave,1446.7192,-3483.6504,77.2728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_HateruEast_0016,Atun Valley Cave,Cave,Atun Valley Cave,2454,-3193,64.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_HateruWest_0002,Byroad to Lanayru Wetlands,Cave,Byroad to Lanayru Wetlands,1617,-1260,6.96269,1587.7535,-812.1858,6.02359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_HateruWest_0005,Kakariko Village Cave,Cave,Kakariko Village Cave,1947.4885,-981.81696,157.4827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_HateruWest_0006,Cucco Hideaway,Cave,Cucco Hideaway,1877.4341,-1160.3832,198.5427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_HateruWest_0008,Sahasra Slope Cave,Cave,Sahasra Slope Cave,1373.0244,-1197.2487,129.78076,1328.3575,-1156.2229,134.45175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_HateruWest_0011,Dueling Peaks North Cave,Cave,Dueling Peaks North Cave,1194.4573,-1854.0563,157.93268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_HateruWest_0012,Dueling Peaks South Cave,Cave,Dueling Peaks South Cave,1183.3723,-1947.5531,245.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_Hebra_0000,Sturnida Springs Cave,Cave,Sturnida Springs Cave,-4041.1606,2671.444,23.28307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_Hebra_0013,Icefall Foothills Cave,Cave,Icefall Foothills Cave,-4429.3438,3760.2036,223.34158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_Hebra_0015,Lake Kilsie Cave,Cave,Lake Kilsie Cave,-3930.9924,2861.2566,-18.026276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_Hebra_0016,Hebra Headspring Cave,Cave,Hebra Headspring Cave,-2900.1562,2510.2598,387.90167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_Hebra_0019,Pikida Stonegrove Northwest Cave,Cave,Pikida Stonegrove Northwest Cave,-2642.2852,3268.2998,249,-2414.1216,3136.4614,372.66412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_Hebra_0021,Hebra Great Skeleton,Cave,Hebra Great Skeleton,-3814.6094,3595.4834,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_Hebra_0022,Hebra Mountains Northwest Cave,Cave,Hebra Mountains Northwest Cave,-2995.5662,3225.7515,539.96765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_Hebra_0023,Brightcap Cave,Cave,Brightcap Cave,-3005.719,1635.0288,199.3382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_Hebra_0025,Rospro Pass Cave,Cave,Rospro Pass Cave,-3559.5554,2488.378,227.21603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_Hebra_0026,Talonto Peak Cave,Cave,Talonto Peak Cave,-3214.6082,2462.2405,345.53235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_Hebra_0030,Hebra South Summit Cave,Cave,Hebra South Summit Cave,-3398.4336,2499.3608,313.10593,-3227.4956,2535.2786,441.6563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_Hebra_0035,Tabantha Hills Cave,Cave,Tabantha Hills Cave,-2840.9312,1771.9114,222.97986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_Hebra_0036,Mount Drena Foothill Cave,Cave,Mount Drena Foothill Cave,-1372.0897,2861.3076,197.7222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_Hebra_0037,Kopeeki Drifts Cave,Cave,Kopeeki Drifts Cave,-2395.838,2276.6277,169.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_Hebra_0039,West Lake Totori Cave,Cave,West Lake Totori Cave,-3958.6863,2029.4797,200.5806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_Hebra_0040,North Biron Snowshelf Cave,Cave,North Biron Snowshelf Cave,-3960.0823,3245.2175,236.98874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_Hebra_0041,East Biron Snowshelf Cave,Cave,East Biron Snowshelf Cave,-3555.201,3088.2205,273.38068,-3989.3708,3062.8525,138.33392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_HyruleForest_0001,Rauru Hillside Cave,Cave,Rauru Hillside Cave,676.46606,1389.7833,45.1693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_HyruleForest_0006,Pico Pond Cave,Cave,Pico Pond Cave,1247.2585,1231.9303,25.55457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_HyruleForest_0007,Yiga Clan Maritta Branch,Cave,Yiga Clan Maritta Branch,-643.5,2040,154.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_HyruleForest_0008,Deplian Badlands Cave,Cave,Deplian Badlands Cave,307.1301,3579.3474,87.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_HyruleRidge_0000,North Hyrule Plain Cave,Cave,North Hyrule Plain Cave,-1234.1781,770.21735,77.47173,-1188.3872,644.5137,72.35078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_HyruleRidge_0002,Tamio River Downstream Cave,Cave,Tamio River Downstream Cave,-2921.855,-804.1642,7.57278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_HyruleRidge_0003,Lindor's Brow Cave,Cave,Lindor's Brow Cave,-1734.9275,1165.6956,228.69955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_HyruleRidge_0005,Satori Mountain Foothill Cave,Cave,Satori Mountain Foothill Cave,-2198.5413,-807.5707,117.29594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_HyruleRidge_0006,Thundra Plateau Cave,Cave,Thundra Plateau Cave,-2268.3508,899.2295,86.14532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cave_HyruleRidge_0007,Tanagar Canyon East Cave,Cave,Tanagar Canyon East Cave,-2049.1267,1631.7072,-56.62502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
